class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21
Hello,0.7716975212097168,0.6119100451469421,4.0546896684645617e-07,0.0,0.6986709833145142,0.5885008573532104,-0.023458998650312424,0.0,0.645348846912384,0.5190723538398743,-0.03249168395996094,0.0,0.6204476356506348,0.4476034939289093,-0.039866358041763306,0.0,0.5908702611923218,0.3977524936199188,-0.04677041620016098,0.0,0.6739487051963806,0.3979305624961853,-0.015042535960674286,0.0,0.6529526710510254,0.307056725025177,-0.03258664533495903,0.0,0.6454479694366455,0.25261929631233215,-0.04780034348368645,0.0,0.641830563545227,0.20403265953063965,-0.05936923623085022,0.0,0.7154485583305359,0.37996935844421387,-0.019409675151109695,0.0,0.6980942487716675,0.27765607833862305,-0.03363509476184845,0.0,0.6885870695114136,0.21425099670886993,-0.048434145748615265,0.0,0.6799224019050598,0.16064763069152832,-0.06015747785568237,0.0,0.7551676034927368,0.38359296321868896,-0.02797485515475273,0.0,0.748049259185791,0.28762730956077576,-0.04511681944131851,0.0,0.7407926321029663,0.22893424332141876,-0.05762607976794243,0.0,0.7325232625007629,0.17813950777053833,-0.06727555394172668,0.0,0.7957833409309387,0.4039303660392761,-0.038964807987213135,0.0,0.8021693229675293,0.3317699432373047,-0.05591186508536339,0.0,0.8045182824134827,0.28335851430892944,-0.06360460072755814,0.0,0.8042410612106323,0.23843790590763092,-0.06914710253477097,0.0
Hello,0.7716333866119385,0.6113443374633789,4.0867857364901283e-07,0.0,0.6994738578796387,0.589028000831604,-0.024924807250499725,0.0,0.6461573839187622,0.5211524963378906,-0.03518072888255119,0.0,0.6213662028312683,0.44897007942199707,-0.0435282401740551,0.0,0.5913227796554565,0.39755573868751526,-0.05121631547808647,0.0,0.6744251251220703,0.3967095613479614,-0.017286516726017,0.0,0.6528330445289612,0.30460208654403687,-0.035550590604543686,0.0,0.6453843116760254,0.250002384185791,-0.051187384873628616,0.0,0.6421278119087219,0.20042754709720612,-0.0630260482430458,0.0,0.7153900265693665,0.3793705105781555,-0.021129239350557327,0.0,0.6971567273139954,0.27737846970558167,-0.035833705216646194,0.0,0.6877214908599854,0.21432377398014069,-0.050813253968954086,0.0,0.680043637752533,0.16010838747024536,-0.06270168721675873,0.0,0.7552539110183716,0.38351213932037354,-0.029190529137849808,0.0,0.7480901479721069,0.28776437044143677,-0.04658026620745659,0.0,0.7413630485534668,0.22911500930786133,-0.0591173879802227,0.0,0.733826220035553,0.1778372824192047,-0.06881499290466309,0.0,0.7964245676994324,0.4038403332233429,-0.0398348793387413,0.0,0.8022500276565552,0.33169227838516235,-0.05723927915096283,0.0,0.8039284348487854,0.28311383724212646,-0.06526771187782288,0.0,0.8030164837837219,0.2375210076570511,-0.07094715535640717,0.0
Hello,0.7732528448104858,0.61344313621521,4.0598962414151174e-07,0.0,0.7028723359107971,0.5879641175270081,-0.025407085195183754,0.0,0.6502184271812439,0.5199937224388123,-0.036585673689842224,0.0,0.6237449645996094,0.44941607117652893,-0.045921627432107925,0.0,0.5926321148872375,0.3983680009841919,-0.054852478206157684,0.0,0.6784467101097107,0.39828842878341675,-0.018585018813610077,0.0,0.65487140417099,0.30635297298431396,-0.03793582692742348,0.0,0.6456090211868286,0.25063470005989075,-0.05424274504184723,0.0,0.6409128904342651,0.20046740770339966,-0.06646431982517242,0.0,0.7196877002716064,0.38066309690475464,-0.0227627195417881,0.0,0.7010821104049683,0.27763497829437256,-0.03866441920399666,0.0,0.691380500793457,0.21369537711143494,-0.054260242730379105,0.0,0.683302640914917,0.15937182307243347,-0.06642928719520569,0.0,0.759780764579773,0.38411858677864075,-0.031198464334011078,0.0,0.7515482306480408,0.2867654860019684,-0.04967015981674194,0.0,0.7439124584197998,0.22698117792606354,-0.06270205229520798,0.0,0.7356695532798767,0.17460162937641144,-0.07260706275701523,0.0,0.8006829023361206,0.404106467962265,-0.042160145938396454,0.0,0.8061202764511108,0.33094000816345215,-0.06024603173136711,0.0,0.8084182739257812,0.2813626825809479,-0.06849145144224167,0.0,0.8083771467208862,0.23468273878097534,-0.07432194799184799,0.0
Hello,0.7731713056564331,0.6142287850379944,4.032134199860593e-07,0.0,0.7028829455375671,0.5896284580230713,-0.02582257054746151,0.0,0.6502249836921692,0.5210943222045898,-0.03752303868532181,0.0,0.6242385506629944,0.4485097825527191,-0.0472097285091877,0.0,0.5924353003501892,0.39694756269454956,-0.056346409022808075,0.0,0.6786673665046692,0.3982814848423004,-0.01975163444876671,0.0,0.6560385823249817,0.30504098534584045,-0.03918197378516197,0.0,0.6466748118400574,0.25002482533454895,-0.05544358864426613,0.0,0.6416077613830566,0.1995602399110794,-0.06772004067897797,0.0,0.7195507287979126,0.3806733787059784,-0.023750437423586845,0.0,0.70103520154953,0.2767585515975952,-0.03965827450156212,0.0,0.6915175914764404,0.21261879801750183,-0.05505895987153053,0.0,0.6836724281311035,0.157457172870636,-0.06723160296678543,0.0,0.7595546245574951,0.38440239429473877,-0.03196493163704872,0.0,0.7521081566810608,0.2871490716934204,-0.05015609785914421,0.0,0.7457365393638611,0.22644686698913574,-0.06298959255218506,0.0,0.7383604645729065,0.1729355752468109,-0.07291331142187119,0.0,0.800692081451416,0.40440472960472107,-0.042786456644535065,0.0,0.8060087561607361,0.33059462904930115,-0.0606263242661953,0.0,0.8078573346138,0.2808131277561188,-0.06883001327514648,0.0,0.8070288300514221,0.2340090125799179,-0.07471836358308792,0.0
Hello,0.7743662595748901,0.6133301258087158,4.0067752138384094e-07,0.0,0.7032074928283691,0.5889731645584106,-0.02572190947830677,0.0,0.6504784226417542,0.5214449167251587,-0.03723962977528572,0.0,0.6247650384902954,0.4498407244682312,-0.04674737527966499,0.0,0.5935229063034058,0.3988688588142395,-0.05571286007761955,0.0,0.6791496872901917,0.4004170596599579,-0.020509522408246994,0.0,0.6547775268554688,0.3068307638168335,-0.03997693583369255,0.0,0.6447145342826843,0.2515627145767212,-0.055913496762514114,0.0,0.6390929222106934,0.20087623596191406,-0.06789281964302063,0.0,0.7198238968849182,0.3824109435081482,-0.024632610380649567,0.0,0.700398325920105,0.2774254083633423,-0.04070620983839035,0.0,0.6901500821113586,0.21240480244159698,-0.056086525321006775,0.0,0.6820019483566284,0.1564618945121765,-0.06817151606082916,0.0,0.7598679065704346,0.3858194351196289,-0.03286425769329071,0.0,0.7514273524284363,0.2877214550971985,-0.05123681202530861,0.0,0.744635820388794,0.2266402393579483,-0.06416450440883636,0.0,0.7374286651611328,0.1727486401796341,-0.07404401898384094,0.0,0.8013671636581421,0.40521252155303955,-0.043664198368787766,0.0,0.8065029382705688,0.33098337054252625,-0.061584122478961945,0.0,0.8082299828529358,0.28076428174972534,-0.06972448527812958,0.0,0.8077107071876526,0.23366044461727142,-0.0755077376961708,0.0
Hello,0.7752330303192139,0.6141558885574341,3.871641638397705e-07,0.0,0.7041130065917969,0.5917896628379822,-0.026132823899388313,0.0,0.6504927277565002,0.5219669342041016,-0.036602333188056946,0.0,0.625195324420929,0.4479055404663086,-0.04488244652748108,0.0,0.5939655303955078,0.3954893946647644,-0.05246846750378609,0.0,0.677788257598877,0.40085315704345703,-0.018815336748957634,0.0,0.6519777178764343,0.30870306491851807,-0.03725334256887436,0.0,0.6404290199279785,0.253837525844574,-0.052665065973997116,0.0,0.6331968307495117,0.20337744057178497,-0.06445160508155823,0.0,0.718512773513794,0.3808578550815582,-0.022299790754914284,0.0,0.6972407102584839,0.2766292691230774,-0.03715319558978081,0.0,0.6858626008033752,0.2119130641222,-0.05195330083370209,0.0,0.6767787933349609,0.15663081407546997,-0.06373413652181625,0.0,0.7586676478385925,0.3834199905395508,-0.030053850263357162,0.0,0.7499166131019592,0.2869083285331726,-0.04763108491897583,0.0,0.7427955865859985,0.2259949892759323,-0.0605195090174675,0.0,0.7349027991294861,0.17190203070640564,-0.07050570845603943,0.0,0.8001900315284729,0.40245115756988525,-0.04047267884016037,0.0,0.805140495300293,0.3297500014305115,-0.058049388229846954,0.0,0.8062748908996582,0.2804306745529175,-0.06632833182811737,0.0,0.8049672842025757,0.23367421329021454,-0.07228822261095047,0.0
Hello,0.7769297361373901,0.6140844225883484,3.6549516835293616e-07,0.0,0.7051709294319153,0.5926142930984497,-0.02604641392827034,0.0,0.6511132717132568,0.5237298011779785,-0.03617069497704506,0.0,0.6248244643211365,0.44986334443092346,-0.04435383528470993,0.0,0.5926786065101624,0.3985835909843445,-0.05194519832730293,0.0,0.6785869598388672,0.40290361642837524,-0.016478611156344414,0.0,0.6512306928634644,0.3126354217529297,-0.03465135768055916,0.0,0.6385422348976135,0.2582607865333557,-0.050277531147003174,0.0,0.6308878064155579,0.20782506465911865,-0.06228930503129959,0.0,0.718737781047821,0.38177555799484253,-0.01998584344983101,0.0,0.6963390707969666,0.2793468236923218,-0.03462586551904678,0.0,0.6838343143463135,0.21503755450248718,-0.04982469975948334,0.0,0.6740841865539551,0.15933716297149658,-0.06199885904788971,0.0,0.7583138346672058,0.38315722346305847,-0.02793760970234871,0.0,0.7485155463218689,0.2875230312347412,-0.04550338536500931,0.0,0.741180956363678,0.2276858240365982,-0.05849408730864525,0.0,0.7333022356033325,0.17442570626735687,-0.06852477043867111,0.0,0.7994529604911804,0.4011322855949402,-0.03862421214580536,0.0,0.8040014505386353,0.3289993107318878,-0.05613518878817558,0.0,0.8050581812858582,0.2799466550350189,-0.06442686170339584,0.0,0.8036869764328003,0.23361004889011383,-0.07042790949344635,0.0
Hello,0.7768080234527588,0.6135770082473755,3.8224874288061983e-07,0.0,0.705049991607666,0.5915332436561584,-0.026669949293136597,0.0,0.6508722901344299,0.5232648253440857,-0.03733130916953087,0.0,0.624276876449585,0.4495044946670532,-0.045834992080926895,0.0,0.5923863053321838,0.3969942033290863,-0.053642746061086655,0.0,0.6783143281936646,0.4028487205505371,-0.01855628751218319,0.0,0.650844395160675,0.3116426467895508,-0.03747234120965004,0.0,0.6382050514221191,0.2570684254169464,-0.05327581986784935,0.0,0.6302348375320435,0.20648936927318573,-0.06525731831789017,0.0,0.7185488343238831,0.38198229670524597,-0.02185496687889099,0.0,0.6965451836585999,0.2793658971786499,-0.037154387682676315,0.0,0.6841397285461426,0.21529729664325714,-0.0524001307785511,0.0,0.6741762757301331,0.15978938341140747,-0.06447617709636688,0.0,0.7581337690353394,0.3833825886249542,-0.029566561803221703,0.0,0.748711109161377,0.2880054712295532,-0.047530677169561386,0.0,0.741255521774292,0.22784481942653656,-0.06054424121975899,0.0,0.7331419587135315,0.17442169785499573,-0.07046810537576675,0.0,0.7990082502365112,0.4012634754180908,-0.04002726078033447,0.0,0.8035917282104492,0.3288904130458832,-0.057700250297784805,0.0,0.8045464754104614,0.27951881289482117,-0.06601200997829437,0.0,0.8030380010604858,0.23315604031085968,-0.0719304010272026,0.0
Hello,0.7762346267700195,0.6110460758209229,3.9803688878237153e-07,0.0,0.704317033290863,0.5879495739936829,-0.026341114193201065,0.0,0.6509339809417725,0.521089494228363,-0.037649042904376984,0.0,0.625298023223877,0.44835519790649414,-0.04681897908449173,0.0,0.5949389338493347,0.39541923999786377,-0.05542050674557686,0.0,0.6771411895751953,0.4037751257419586,-0.021092845126986504,0.0,0.6505244970321655,0.309887170791626,-0.041235629469156265,0.0,0.6392471790313721,0.2541743516921997,-0.057368405163288116,0.0,0.6323767900466919,0.2034296840429306,-0.06925439089536667,0.0,0.717878520488739,0.38403430581092834,-0.024692263454198837,0.0,0.6960535645484924,0.2792382836341858,-0.041302092373371124,0.0,0.6844291090965271,0.21484814584255219,-0.056921083480119705,0.0,0.6747522354125977,0.15945583581924438,-0.06898330897092819,0.0,0.7579328417778015,0.3855605721473694,-0.03245425969362259,0.0,0.7484694719314575,0.288520485162735,-0.05123952403664589,0.0,0.7410628795623779,0.22768068313598633,-0.06416719406843185,0.0,0.732738733291626,0.17421214282512665,-0.07383763045072556,0.0,0.7996442914009094,0.4029833674430847,-0.04281949624419212,0.0,0.803551197052002,0.3292940855026245,-0.06084682419896126,0.0,0.8042389154434204,0.2798503041267395,-0.06878182291984558,0.0,0.8023996353149414,0.23390072584152222,-0.07427722215652466,0.0
Hello,0.7767891883850098,0.6114441156387329,4.060324840793328e-07,0.0,0.7041147947311401,0.5887871384620667,-0.02703936956822872,0.0,0.6509606838226318,0.5220653414726257,-0.038491442799568176,0.0,0.6254056096076965,0.4489424228668213,-0.04767546057701111,0.0,0.5946452021598816,0.39553141593933105,-0.056209031492471695,0.0,0.678002655506134,0.4039739966392517,-0.020902294665575027,0.0,0.6512574553489685,0.3104065954685211,-0.041045982390642166,0.0,0.6398794054985046,0.2545984089374542,-0.057321108877658844,0.0,0.632860004901886,0.20366695523262024,-0.0693206936120987,0.0,0.7186957001686096,0.38412293791770935,-0.02418612129986286,0.0,0.6967791318893433,0.27993810176849365,-0.04082035273313522,0.0,0.6848483681678772,0.2154562622308731,-0.056686293333768845,0.0,0.6749798655509949,0.15976369380950928,-0.06890583783388138,0.0,0.7586051821708679,0.38571545481681824,-0.03172987699508667,0.0,0.7490624785423279,0.28875666856765747,-0.0506778210401535,0.0,0.7415432929992676,0.22787797451019287,-0.06382142007350922,0.0,0.7332188487052917,0.17403843998908997,-0.07356032729148865,0.0,0.8000380992889404,0.4031146466732025,-0.04192700609564781,0.0,0.8038511872291565,0.32921499013900757,-0.0601264163851738,0.0,0.8044291138648987,0.2795974016189575,-0.0681959018111229,0.0,0.8025232553482056,0.23319919407367706,-0.07372234016656876,0.0
